,IDENTITAS ALAT,,,,,,,,,,IDENTITAS CUSTOMER,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Nama Alat,,:,Visible Spectrofotometer,,,,,,,Nama Custromer,,:,[NAMA PELANGGAN DIREDAKSI],,,,,,,,,
,Merk,,:,Perkin Elmer ,,,,,,,,,,,,,,,,,,,
,Type,,:,Lambda 25,,,,,,,Alamat Customer,,:,[ALAMAT PELANGGAN DIREDAKSI],,,,,,,,,
,No. Seri,,:,501S13102801,,,,,,,,,,,,,,,,,,,
,Rentang Ukur,,:,0-100,'%T,200-700,nm,,,,,,,,,,,,,,,,
,Kapasitas Max.,,:,100,'%T,,,,,,Tanggal Terima ,,:,2023-07-21T00:00:00,,,,,,,,,
,Resolusi Alat,,:,0.001,'%T,0.01,nm,,,,Tanggal Kalibrasi,,:,2023-07-21T00:00:00,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,PERHITUNGAN KONDISI LINGKUNGAN,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,Awal,Akhir,Average,Indexed Value,Correction (C),,,,Δ,C,U95% Std TH,U95% Sertifikat,,,,,,,,
,Suhu Ruangan,,:,22,22,22,19.77,-0.39,oC,,,0,-0.39,1.7,±,1.7,oC,,,,,,
,Kelembaban,,:,57,58,57.5,49,-1,%RH,,,1,-1,4.8,±,4.903060268852505,%RH,,,,,,
,Thermohygro Used,,:,TH-2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
DATA HASIL KALIBRASI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1. Wave Length Calibration,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,No.,Wave Length (nm)-Holmium,,,,,,,,,,,,,,,,,
,,,,,,Std Value (λ1) ,Measurement Result,,,Average(λ2),Correction,STDEV,,,,,,,,,,,
,,,,,,,X1,X2,X3,,(λ1-λ2)nm,,,,,,,,,,,,
,,,,,1,279.6,280,280,280,280,-0.39999999999997726,0,,,,,,,,,,,
,,,,,2,287.7,288,288,288,288,-0.30000000000001137,0,,,,,,,,,,,
,,,,,3,334,333.74,333.74,333.74,333.74,0.2599999999999909,0,,,,,,,,,,,
,,,,,4,360.9,360.35,360.59,360.6,360.5133333333333,0.38666666666665606,0.1415391583037347,,,,,,,,,,,
,,,,,5,418.6,418.6,418.34,418.34,418.4266666666667,0.17333333333334622,0.15011106998933027,,,,,,,,,,,
,,,,,6,445.8,445.44,445.69,445.69,445.6066666666666,0.19333333333338487,0.14433756729740646,,,,,,,,,,,
,,,,,7,453.6,453.55,453.29,453.29,453.3766666666667,0.22333333333330074,0.15011106998929746,,,,,,,,,,,
,,,,,8,460,459.13,459.37,459.37,459.28999999999996,0.7100000000000364,0.13856406460551543,,,,,,,,,,,
,,,,,9,536.3,536.63,536.37,536.37,536.4566666666666,-0.15666666666663787,0.15011106998929746,,,,,,,,,,,
,,,,,10,637.9,637.45,637.18,637.18,637.27,0.6299999999999955,0.15588457268125408,,,,,,,,,,,
,,,,,,,,,,,MAX. STDEV,0.15588457268125408,,,,,,,,,,,
,,,,,No.,Wave Length (nm)-Didynium,,,,,,,,,,,,,,,,,
,,,,,,Std Value (λ1) ,Measurement Result,,,Average(λ2),Correction,STDEV,,,,,,,,,,,
,,,,,,,X1,X2,X3,,(λ1-λ2)nm,,,,,,,,,,,,
,,,,,1,475.2,477.86,477.93,477.93,477.9066666666667,-2.706666666666706,0.04041451884326987,,,,,,,,,,,
,,,,,2,513.7,513.32,513.58,513.58,513.4933333333333,0.20666666666670608,0.15011106998929746,,,,,,,,,,,
,,,,,3,529.7,529.53,529.28,529.28,529.3633333333333,0.33666666666670153,0.14433756729740646,,,,,,,,,,,
,,,,,4,572.7,572.6,572.34,572.34,572.4266666666667,0.2733333333333121,0.15011106998929746,,,,,,,,,,,
,,,,,5,585.7,585.28,585.51,585.51,585.4333333333333,0.2666666666667652,0.13279056191362443,,,,,,,,,,,
,,,,,6,684.9,684.55,684.3,684.3,684.3833333333332,0.5166666666667652,0.14433756729740643,,,,,,,,,,,
,,,,,7,738.5,738.63,738.52,738.52,738.5566666666667,-0.056666666666728815,0.06350852961086671,,,,,,,,,,,
,,,,,8,748,747.87,747.79,747.78,747.8133333333332,0.18666666666683795,0.04932882862318291,,,,,,,,,,,
,,,,,9,806.1,806.49,806.35,806.35,806.3966666666666,-0.2966666666666242,0.08082903768653973,,,,,,,,,,,
,,,,,,,,,,,MAX. STDEV,0.15011106998929746,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2. Absorbans or Transmitan Calibration ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,λ (nm),Neutral Gas Filter (%T),,,,,,,,,,,,,,,,,
,,,,,,Std Value ,Measurement Result,,,Average,Correction,STDEV,,,,,,,,,,,
,,,,,,,X1,X2,X3,,(%T),,,,,,,,,,,,
,,,,,560,0,0.001,0.001,0,0.0006666666666666666,-0.0006666666666666666,0.0005163977794943222,,,,,,,,,,,
,,,,,,,0.001,0.001,0,,,,,,,,,,,,,,
,,,,,,9.9,9.668,9.661,9.666,9.665,0.2350000000000012,0.003224903099319395,,,,,,,,,,,
,,,,,,,9.668,9.661,9.666,,,,,,,,,,,,,,
,,,,,,20,19.531,19.525,19.534,19.529999999999998,0.4700000000000024,0.004098780306383994,,,,,,,,,,,
,,,,,,,19.531,19.525,19.534,,,,,,,,,,,,,,
,,,,,,30.1,29.25,29.249,29.249,29.24933333333333,0.8506666666666725,0.0005163977794949533,,,,,,,,,,,
,,,,,,,29.25,29.249,29.249,,,,,,,,,,,,,,
,,,,,,100,100.004,100.003,100.001,100.00266666666668,-0.0026666666666841365,0.001366260102127536,,,,,,,,,,,
,,,,,,,100.004,100.003,100.001,,,,,,,,,,,,,,
,,,,,,,,,,,MAX. STDEV,0.004098780306383994,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
