,,,,,,,,,,,,,
,Nama Alat,:,Temperature Calibrator,,,Tanggal Kalibrasi ,,:,2024-08-28T00:00:00,,,,
,Sensor,:,Thermocouple Type S,,,,,,,,,,
,,,,"Konversi Satuan Standart
(Standart Indication)","Pembacaan Alat
(UUT)",Correction,"Uncertainty
U95%",,,,,,
,,,,oC,oC,oC,oC,,,,,,
,,,,0,0,0,1,,,,,,
,,,,,25,-0.10000000000000142,1,,,,,,
,,,,49.8,50,-0.20000000000000284,1,,,,,,
,,,,99.8,100,-0.20000000000000284,1,,,,,,
,,,,199.9,200,-0.09999999999999432,1,,,,,,
,,,,,300,-0.04999999999999716,1,,,,,,
,,,,400,400,0,1,,,,,,
,,,,,500,-0.05000000000001137,1,,,,,,
,,,,599.9,600,-0.10000000000002274,1,,,,,,
,,,,,700,-0.1500000000000341,1,,,,,,
,,,,799.8,800,-0.20000000000004547,1,,,,,,
,,,,,900,-0.25,1,,,,,,
,,,,999.7,1000,-0.2999999999999545,1,,,,,,
,,,,1199.6,1200,-0.40000000000009095,1,,,,,,
